iter,factor(E.prev)1,factor(E.prev)0,x6,v
91,0.0214157517666457,0.0380317069198182,0.0286406064630228,0.0135269423496783
41,0.0226346534486858,0.0387208889352211,0.0302818635880853,0.0136641810516483
51,0.0230455280880582,0.0412089127998886,0.0276946716076456,0.0137826213388447
11,0.02174941057978,0.0337230942843463,0.030764231073045,0.013663892629364
81,0.0254901695345832,0.0417950518122213,0.0311943585336997,0.0148320641485818
71,0.0213740850560911,0.0404965770885002,0.0287315785526379,0.0139028981031417
191,0.0222357272981945,0.0384197645824278,0.0291548619903962,0.0143228355685659
1,0.023154490756878,0.0381019643178081,0.0304571906569374,0.0133484277237193
111,0.0205223992332366,0.0324523017953275,0.0273276480332008,0.0128137596639997
131,0.0207415952976037,0.0419588097334699,0.0265331054328548,0.012925624707872
121,0.0216820577712263,0.0360875480761058,0.0317345341662629,0.0136675929624733
61,0.0217673191564306,0.0373167040345766,0.0292051965599129,0.013488993916669
101,0.0225760363836589,0.0388843690079528,0.0265955975045144,0.0128267870540574
151,0.0263465505896822,0.0437587969756814,0.0310640106026989,0.0148481258064978
161,0.0249650222328524,0.0390596409200578,0.0272403844001753,0.0131868033983791
181,0.0233719822093823,0.0418219677574003,0.0289653610114804,0.0139112995967179
171,0.021921215193259,0.0348125172218029,0.029480855585374,0.0137890857844867
92,0.0226914082537875,0.0415574354761837,0.0270605918567436,0.013574171428145
141,0.0234899752701277,0.0408610045432511,0.0266033082272945,0.0141268104367967
291,0.0242696583194346,0.039175876453527,0.0321194898084116,0.0147853921924012
281,0.0184323868918313,0.0400719658693193,0.0286505196527373,0.0130542235954793
271,0.0215600253339547,0.0379105243914217,0.031164841878588,0.0143655214150854
21,0.0208988813648886,0.03750434639387,0.0259889556532307,0.012889919649326
31,0.0232000964284305,0.0397565446166504,0.0326786127380947,0.0150798132363951
261,0.0232432863935993,0.0374410803119686,0.0305182723259779,0.0138102640080982
221,0.019395948237023,0.0345353106235269,0.0284249238198103,0.0125780473153045
231,0.023348235295048,0.0425089908423377,0.0305380184180016,0.0143227362564477
201,0.025231306093604,0.0406411138528943,0.028527388656977,0.0131093863061775
211,0.0202012055237961,0.0369988141969505,0.0264240664442088,0.0124602809866442
192,0.0202289660198324,0.0386123754939929,0.0281220244996224,0.0128696423062741
251,0.0231580214187572,0.0357499051135098,0.0294373337448488,0.0141960924132651
241,0.0205574205515953,0.0382159683729295,0.0250996800853022,0.013064975876881
52,0.0241463590900954,0.0422698748938599,0.0310265455712128,0.0149238390302775
42,0.0215184193597972,0.0398769910900031,0.0277422880659771,0.01384002376243
12,0.0262614896627626,0.0468847511966241,0.0348296865199594,0.0156386703098688
82,0.0242510109364382,0.0437620341192898,0.0338561413610828,0.0152777418755533
72,0.0206860205946747,0.0349418152390803,0.0265021632570435,0.0128479681234989
112,0.0194402560841718,0.0324614338953409,0.0274557834455825,0.0128817431312966
122,0.0223349270184476,0.0370630799090775,0.0283639060340231,0.0134913641803127
371,0.0223335626350815,0.0404396160715389,0.0285450887224107,0.0136999742966982
391,0.0204321795139817,0.0344146015950844,0.0265560867958048,0.0121044427602677
361,0.0271968806126993,0.044674064535167,0.0293683118435375,0.0147493938819418
381,0.0224622861978466,0.0407056479045718,0.0288751482736639,0.0138571604566588
351,0.0202131250937315,0.0409438592703459,0.0290718630825718,0.0131995647319876
132,0.0184706163304339,0.0338131457097078,0.0247234490892067,0.0116778230028981
2,0.0224426920508969,0.0406249377173698,0.0298042961686052,0.0146909601122854
102,0.0252140273552162,0.0356006151281572,0.0303503603082469,0.0136131983385766
93,0.0224657249698257,0.0373715765416197,0.0280869849167403,0.0139286322540585
292,0.0195091363935001,0.0350019664877595,0.0269644854614423,0.0124392238302621
152,0.019972472600601,0.0376439144244068,0.0242647430269608,0.0126007211366302
172,0.0232583130003542,0.0326369806888367,0.0280585946441007,0.0128538311534514
282,0.0230711481048779,0.0363980869374865,0.0321933718129696,0.0139784437611449
162,0.0208821638819978,0.0383546014261086,0.0289165338881923,0.0136837877982754
272,0.0196577418149361,0.0402507232426535,0.0276571796800315,0.0131028462443751
182,0.0227738802976563,0.0418144156127516,0.0275490965307933,0.013765786190072
